 DVG (c)BIV v*.* 2012

 Distribution: [0] Read Input File
 File: F:\research\data.txt
 Time type: [2] Left Point
 View type: [0] Look Down
 File type: [0] Just Interval Data
 Points: 10001
 Source Data Statistic
 SDS: Simple Data Statistic: Dat:      0.502	  (Err=   0.579, Qty= 10001, Min= 4.67e-05, Max=       1)
 SDS: Hurst (for equidistant data): 0.530189
 Full Visual Graph Parameters
 FAS: Degree:       5.17	  (Err=   0.725, Qty= 10001, Min=       2, Max=      40)
 FAS: DegRel:          1	  (Err=   0.725, Qty= 10001, Min=   0.387, Max=    7.73)
 FAS: Angles:       5.07	  (Err=    5.81, Qty= 25874, Min=     -45, Max=      90)
 FAS: Length:       4.72	  (Err=     6.6, Qty= 51748, Min= 2.12e-05, Max= 1.5e+03)
 FAS: LenRel:          1	  (Err=     6.6, Qty= 51748, Min= 4.48e-06, Max=     318)
 FAS: LInterval:       9.81	  (Err=    6.38, Qty= 51748, Min=       1, Max= 3.01e+03)
 FAS: LInterRel:          1	  (Err=    6.38, Qty= 51748, Min=   0.102, Max=     307)
 FAS: Thickness:       25.4	  (Err=   0.351, Qty= 10001, Min=       0, Max=      61)
 FAS: ThickRel:          1	  (Err=   0.351, Qty= 10001, Min=       0, Max=     2.4)
 FAS: NodeStack:       22.8	  (Err=   0.399, Qty= 10001, Min=       0, Max=      59)
 FAS: ClustSize:          1	  (Err=       0, Qty= 1, Min=       1, Max=       1)
 FAS: ClustQty:          1	  (Err=       0, Qty= 1, Min=       1, Max=       1)
 FAS: Triangles:          7	  (Err=    1.07, Qty= 10001, Min=       1, Max=      82)
 FAS: Connectiv:      0.729	  (Err=   0.366, Qty= 10001, Min=  0.0966, Max=       1)
 FAS: HurstPnts:       1.05	  (Err=   0.414, Qty= 44, Min=   0.378, Max=    1.81)
 FAS: HurstExp:      0.467	  (Err=       0, Qty= 1, Min=   0.467, Max=   0.467)
 FAS: Ass.Nmn:       2.55	  (Err=       0, Qty= 1, Min=    2.55, Max=    2.55)
 FAS: Ass.Stud:      0.223	  (Err=       0, Qty= 1, Min=   0.223, Max=   0.223)
>>>>  Angle          Degree	      DegRel	      Angles	      Length	      LenRel	   LInterval	   LInterRel	   Thickness	    ThickRel	   NodeStack	   ClustSize	    ClustQty	   Triangles	   Connectiv	   HurstPnts	    HurstExp	     Ass.Nmn	    Ass.Stud
      -90	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0
      -89	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0
      -88	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0
      -87	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0
      -86	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0
      -85	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0
      -84	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0
      -83	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0
      -82	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0
      -81	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0
      -80	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0
      -79	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0
      -78	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0
      -77	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0
      -76	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0
      -75	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0
      -74	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0
      -73	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0
      -72	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0
      -71	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0
      -70	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0
      -69	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0
      -68	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0
