 DVG (c)BIV v*.* 2012

 Distribution: [0] Read Input File
 File: F:\research\data_shuffled.txt
 Time type: [2] Left Point
 View type: [0] Look Down
 File type: [0] Just Interval Data
 Points: 10001
 Source Data Statistic
 SDS: Simple Data Statistic: Dat:      0.502	  (Err=   0.579, Qty= 10001, Min= 4.67e-05, Max=       1)
 SDS: Hurst (for equidistant data): 0.50255
 Full Visual Graph Parameters
 FAS: Degree:       5.15	  (Err=   0.731, Qty= 10001, Min=       2, Max=      35)
 FAS: DegRel:          1	  (Err=   0.731, Qty= 10001, Min=   0.389, Max=     6.8)
 FAS: Angles:       5.13	  (Err=    5.79, Qty= 25737, Min=     -45, Max=      90)
 FAS: Length:       5.01	  (Err=    7.31, Qty= 51474, Min= 4.67e-05, Max= 1.94e+03)
 FAS: LenRel:          1	  (Err=    7.31, Qty= 51474, Min= 9.32e-06, Max=     387)
 FAS: LInterval:       10.3	  (Err=    7.07, Qty= 51474, Min=       1, Max= 3.86e+03)
 FAS: LInterRel:          1	  (Err=    7.07, Qty= 51474, Min=   0.097, Max=     374)
 FAS: Thickness:       26.5	  (Err=   0.319, Qty= 10001, Min=       0, Max=      60)
 FAS: ThickRel:          1	  (Err=   0.319, Qty= 10001, Min=       0, Max=    2.26)
 FAS: NodeStack:         24	  (Err=   0.362, Qty= 10001, Min=       0, Max=      59)
 FAS: ClustSize:          1	  (Err=       0, Qty= 1, Min=       1, Max=       1)
 FAS: ClustQty:          1	  (Err=       0, Qty= 1, Min=       1, Max=       1)
 FAS: Triangles:       6.92	  (Err=    1.09, Qty= 10001, Min=       1, Max=      68)
 FAS: Connectiv:      0.727	  (Err=   0.367, Qty= 10001, Min=  0.0947, Max=       1)
 FAS: HurstPnts:       1.01	  (Err=   0.388, Qty= 44, Min=   0.376, Max=    1.62)
 FAS: HurstExp:      0.424	  (Err=       0, Qty= 1, Min=   0.424, Max=   0.424)
 FAS: Ass.Nmn:       2.54	  (Err=       0, Qty= 1, Min=    2.54, Max=    2.54)
 FAS: Ass.Stud:       0.24	  (Err=       0, Qty= 1, Min=    0.24, Max=    0.24)
>>>>  Angle          Degree	      DegRel	      Angles	      Length	      LenRel	   LInterval	   LInterRel	   Thickness	    ThickRel	   NodeStack	   ClustSize	    ClustQty	   Triangles	   Connectiv	   HurstPnts	    HurstExp	     Ass.Nmn	    Ass.Stud	
      -90	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0	  
      -89	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0	  
      -88	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0	  
      -87	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0	  
      -86	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0	  
      -85	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0	  
      -84	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0	  
      -83	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0	  
      -82	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0	  
      -81	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0	  
      -80	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0	  
      -79	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0	  
      -78	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0	  
      -77	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0	  
      -76	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0	  
      -75	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0	  
      -74	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0	  
      -73	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0	  
      -72	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0	  
      -71	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0	  
      -70	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0	  
      -69	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0	  
      -68	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	           0	        0	        0	        0	        0	        0	        0	        0	  
